Internal_IP,Machine_ID,Local,Device_Name,TCP_Port,COM_Port,OS_Spec,IP_Source,Category,Online_Test,Set_Time,Remark,歲修,File_Place,所在區域(柱位),alive_or_dead
172.22.71.1,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.2,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.3,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.4,2900-A02 跳DIE PC,K21-8F,20231027-W02,,,,,EAP,,,,Y,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.5,2900-A08 跳DIE PC,K21-8F,20231027-W07,,,,,EAP,,2024-08-21,,Y,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.6,2900-A09 跳DIE PC,K21-8F,20231027-W09,,,,,EAP,,2024-08-21,,Y,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.7,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.8,FE99-A01_EAP,K21-8F,,,,,,EAP,,2024-06-25,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.9,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.10,2900 奇業廠商 PC,K21-8F,自動搬運,,,,,EAP,,2024-05-07,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.11,2900 SAA廠商 PC,K21-8F,自動搬運,,,,,EAP,,2024-04-12,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.12,2900 ZIP SAA廠商 PC,K21-8F,自動搬運,,,,,EAP,,2024-04-12,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.13,2945 SAA廠商 PC,K21-8F,自動搬運,,,,,EAP,,2024-04-12,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.14,3203 SAA廠商 PC,K21-8F,自動搬運,,,,,EAP,,2024-04-12,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.15,2880 環境巡邏 PC,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.16,2900 電眼不良 AI PC,K21-8F,20230912-W07,,,,,EAP,,2024-05-22,,Y,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.17,2900 AI 點量 PC,K21-8F,,,,,,EAP,,2024-06-06,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.18,3203-A01_EAP,K21-8F,,,,,,EAP,,2024-06-05,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.19,3203-A01 Lo_EAP,K21-8F,,,,,,EAP,,2024-06-05,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.20,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.21,2900-A01F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.22,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.23,2900-A02F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.24,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.25,2900-A03H_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.26,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.27,2900-A04F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.28,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.29,2900-A05F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.30,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.31,2900-A06F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.32,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.33,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.34,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.35,2900-A08F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.36,2900-A08FA_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.37,2900-A09F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.38,2900-A09FA_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.39,2900-A10F_EAP,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.40,,K21-8F,,,,,,EAP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,,dead
172.22.71.41,2930-A01,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.42,2930-A02,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.43,2930-A03,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.44,2930-A04,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.45,2930-A05,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.46,2930-A06,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.47,,K21-8F,,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.48,2930-A08,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.49,2930-A09,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.50,2930-A10,K21-8F,AOI,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,alive
172.22.71.51,,K21-8F,,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
172.22.71.52,,K21-8F,,,,,,EQP,,,,,K21\8F\K21-8F 區網(71).csv,,dead
