時間,首次離線時間,IP 位址,設備 ID,設備類型,位置,離線時長(秒)
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.139,2900-K39,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.140,2900-K40,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.141,2900-K41,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.142,2900-K42,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.143,2900-K43,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.144,2900-K44,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.112,2900-K12,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.161,2930-K01,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.111,2900-K11,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.170,2930-K10,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.141,4805-K01/K02,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.142,4805-K01/K02,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.143,4805-K03/K04,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.144,4805-K03/K04,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.113,2900-K13,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.99,2900-K10E,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.201,BE08-K01,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.103,2900-K12F,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.128,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.129,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.130,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.105,2890-K11,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.104,2880-K11,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.103,2880-NK11,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.102,2880-K11,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.202,3101-K01,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.220,FE99-K001,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.121,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.167,2890-K14,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.125,2890-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.84,2880-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.124,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.85,2890-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.86,2890-NK10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.87,2890-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.88,2880-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.89,2880-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.90,2880-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.91,2880-NK10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.92,2890-K10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.93,2890-NK10,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.101,2880-K11,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.116,2930-K06,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:44,172.25.42.152,2715-K02,EQP,K18-9F 區網(42),2302
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.80,2930-K10,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:04:23,172.22.65.105,4600-B05,EQP,K21-9F 區網(65),2983
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.89,2900-K05E,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.95,2900-K08E,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.4,2880-K05,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.230,2900 RPA PC,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.229,2510-K01,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.222,2900-K34,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.162,2930-K02,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.54,2930-K04,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.110,2900-K10,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.53,2930-K03,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.58,2930-K08,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.165,2930-K05,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.171,2930-K11,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.172,2930-K12,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.177,2930-K17,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.183,2930-K23,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.185,2930-K25,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.200,2930-K10,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.201,2930-K11,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.202,2930-K12,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.210,2930-K20,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.215,2930-K25,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.221,2900-K33,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:04:08,172.22.64.137,3101-B09,EQP,K21-9F 區網(64),2998
2026-06-17 16:54:06,2026-06-17 16:04:08,172.22.64.138,3101-B09,EQP,K21-9F 區網(64),2998
2026-06-17 16:54:06,2026-06-17 16:04:08,172.22.64.156,2770-B05/B06,EQP,K21-9F 區網(64),2998
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.90,2900-K05EA,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.221,5100-K01,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.81,2930-K11,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.222,5100-K01,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.95,2930-K25,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.101,2900-K01,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.102,2900-K02,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.103,2900-K03,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.104,2900-K04,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:34,172.25.41.216,2740-K04,EQP,K18-9F 區網(41),2312
2026-06-17 16:54:06,2026-06-17 16:15:34,172.25.41.217,2740-K04,EQP,K18-9F 區網(41),2312
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.108,2900-K08,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.145,2900-K45,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.147,2900-K47,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.96,2900-K08EA,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.84,2900-K02E,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.5,2880-NK05,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.6,2880-NK05,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.7,2890-K05,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.8,2890-K05F,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.39,3413-K01,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.40,3413-K02,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.51,2930-K01,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.52,2930-K02,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.123,2880-NK12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:15:48,172.21.29.148,2900-K48,EQP,K11-3F 區網(29),2298
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.122,2880-K12,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:07,172.21.30.73,2890-NK09,EQP,K11-3F 區網(30),2279
2026-06-17 16:54:06,2026-06-17 16:16:01,172.25.44.223,5100-K02,EQP,K18-9F 區網(44),2285
2026-06-17 16:54:06,2026-06-17 16:17:30,172.21.60.77,2400-37,EQP,K11-7F 區網(60),2196
2026-06-17 16:54:06,2026-06-17 16:17:30,172.21.60.76,2400-36,EQP,K11-7F 區網(60),2196
2026-06-17 16:54:06,2026-06-17 16:17:30,172.21.60.59,2400-19,EQP,K11-7F 區網(60),2196
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.77,2890-A57,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.75,2890-A55,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.74,2890-A54,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.73,2890-A53,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.72,2890-A52,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.70,2890-A50,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.69,2890-A32,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.68,2890-A31,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:36,172.22.181.81,5150-047,EQP,K25-9F 區網(181),2970
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.62,2890-A72F,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.170,5070-040,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.169,5070-039,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.168,5070-038,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.167,4610-B57,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.102,4600-B62,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.104,4600-B64,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.177,Jan-09,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.109,4600-B69,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.176,Jan-09,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.172,4610-B62,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.171,4610-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.170,4610-B60,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.166,4610-B56,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.125,2890-B64,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.165,4610-B55,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.92,4600-B62,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.76,2890-A56,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.78,2890-A58,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.75,5100-003,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.79,2890-A59,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.125,2890-A61,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.91,2890-A71,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.123,2890-A56,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.121,2890-A51,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.120,2890-A50,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.113,2890-A93,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.112,2890-A92,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.111,2890-A91,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.109,2890-A89,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.84,2890-A64,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.108,2890-A88,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.107,2890-A87,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.106,2890-A86,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.105,2890-A85,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.103,2890-A83,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.102,2890-A82,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.100,2890-A80,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.90,2890-A70,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.92,2890-A72,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.134,2895-A57H,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.93,2890-A73,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.83,2890-A63,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.82,2890-A62,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.81,2890-A61,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.80,2890-A60,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.150,4600-B33,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.72,5100-001,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.99,2890-A79,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.118,5100-048,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.64,5077-101,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.63,5079-105/106,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.62,5079-103/104,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.61,5079-101/102,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.58,5150-045,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.57,5150-044,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.11,5100 MQPT EAP,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.121,2880-B63,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.221,3600-B58B,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.207,3601-B55,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.102,5100-022,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.103,5100-025,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.104,5100-026,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.105,5100-027,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.128,5100-070,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.127,5100-067,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.148,4600-B31,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.71,5100-001,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.144,4600-B23,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.76,5100-003,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.115,4600-B65,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.114,4600-B64,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.113,4600-B63,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.112,4600-B62,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.111,4600-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.197,3601-B53,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.40,外觀站盟立廠商設備,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.74,5100-002,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.103,4600-B63,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.142,4950-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.141,4950-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.116,5100-045,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:37,172.22.112.62,3400-A107,EQP,K22-8F 區網(112),2909
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.42,4600-B52_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.43,4600-B55,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.99,4600-B69,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.94,4600-B64,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.93,4600-B63,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.86,2890-B62F,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.81,2880-B62,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.153,4600-B53,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.164,4610-B54,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.79,2880-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.76,2890-B61F,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.75,2890-B61,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.67,4600-B67,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.65,4600-B65,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.52,4600-B67_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.50,4600-B66_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.48,4600-B58_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.46,4600-B56_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.44,4600-B55_In,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.131,2890-NA64,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:05:53,172.22.104.124,2890-B63,EQP,K22-9F 區網(104),2893
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.110,2890-A90,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:04:34,172.22.100.85,2890-A65,EQP,K22-8F 區網(100),2972
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.165,5070-035,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:26,172.22.103.223,3400-A87,EQP,K22-8F 區網(103),2920
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.179,5070-049,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.222,5070-042,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.221,5070-041,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.220,5070-040,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.211,5070-031,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.210,5070-030,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.209,5070-029,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.208,5070-028,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.201,5070-021,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:26,172.22.103.53,3410-A63/A64,EQP,K22-8F 區網(103),2920
2026-06-17 16:54:06,2026-06-17 16:05:26,172.22.103.217,3400-A84,EQP,K22-8F 區網(103),2920
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.178,5070-048,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.177,5070-047,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.176,5070-046,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.175,5070-045,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.174,5070-044,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.173,5070-043,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.172,5070-042,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.171,5070-041,EQP,K11-10F 區網(84),2926
