時間,首次離線時間,IP 位址,設備 ID,設備類型,位置,離線時長(秒)
2026-06-17 16:54:06,2026-06-17 16:03:37,172.21.69.24,3800-T21_AOI,EQP,K11-8F 區網(69),3029
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.64,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.205,3190-A53,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.204,3190-A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.203,3190-A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.201,3190-A51,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.114,5100-042,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.129,3390-A59,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.112,3203-A01,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.133,5100-075,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.135,5100-077,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.138,5100-081,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.139,5100-082,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.75,3190-A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.63,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:04:37,172.21.77.157,2890-903,EQP,K11-9F 區網(77),2969
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.62,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.61,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.60,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.59,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.58,3190-A53,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.57,3190-A53,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.56,3190-A53,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.52,3190-A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.51,3190-A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.50,3190-A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.46,3190-A51,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.45,3190-A51,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.206,3190-A53,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.212,3190-A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.207,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.209,3190-A55,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.110,5070-040,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.140,2730-B41,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.88,5070-018,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.146,5070-016,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.91,5070-021,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.163,5070-033,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.82,5070-012,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.76,5070-006,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.67,5070-047,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.65,5070-045,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.137,5070-007,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.138,5070-008,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.139,5070-009,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.140,5070-010,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.141,5070-011,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.62,5070-042,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.47,5070-027,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.208,3190-A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.84,3380-A53/A54,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.85,3380-A55/A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.65,3190-A55,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.76,3190-A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.211,3190-A56,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.82,3380-A51/A52,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.210,3190-A55,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.31,FE09-A51,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.140,5100-083,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.118,5070-048,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.119,5100-049,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.115,5100-043,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:15:32,172.21.28.66,3190-K05,EQP,K11-3F 區網(28),2314
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.219,2900-A67F,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.221,3113-9004,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.113,5100-041,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.112,5100-039,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.111,5100-037,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.110,5100-036,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.109,5100-034,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.108,5100-031,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.107,5100-029,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.106,5100-028,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.205,2900-A62FA,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.190,2945-A01,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.126,AI OCR Unit Code檢測機,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.129,5100-071,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.144,5070-014,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.98,5070-028,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.101,5070-031,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.127,3600-B37A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.126,3600-B37A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.125,2730-B37,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.124,2730-B37,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.119,2730-B36,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.130,5100-072,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.117,5100-047,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.120,5100-053,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.119,5070-049,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.121,5100-054,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.120,5070-050,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.17,3600-P07,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.59,2730-B65A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.48,3600-B62A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.47,3600-B62A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.40,Oven 警報,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.39,4820-B01,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.38,3390-B02,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.37,3390-B01,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.35,2730 Server,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.13,3600-P06,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.204,2900-A62F,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.11,2730-B10,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.222,3113-9004,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.142,3600-B41A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.214,2900-A65FA,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.154,2730-B10,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.155,2730-B02A,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.216,2900-A66F,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.213,2900-A65F,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.223,3113-9004,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.164,5070-034,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.193,3600-B52B,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.67.202,3601-B54,EQP,K21-9F 區網(67),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.122,5100-055,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.111,5070-041,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.132,5100-074,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.112,5070-042,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.39,4600-810,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.37,4600-814,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.31,4600三橋廠商PC,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.28,4800-817,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.15,4507-801,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:43,172.25.56.192,2930-J02,EQP,K18-11F 區(56),3023
2026-06-17 16:54:06,2026-06-17 16:03:37,172.21.69.196,3800-T23,EQP,K11-8F 區網(69),3029
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.84,4730-J04,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:43,172.25.56.200,3190,EQP,K18-11F 區(56),3023
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.133,3910後WIP,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.134,3910後WIP,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.75,4600-J03,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.74,4730-J03,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.71,4600-J03,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.65,4600-J02,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:43,172.25.56.221,BE08-J01,EQP,K18-11F 區(56),3023
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.132,3910後WIP,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.101,2900-A06F,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.173,May-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.102,3260-A601/A602,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.81,2630/7/8,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:37,172.21.69.38,3800-T35_AOI,EQP,K11-8F 區網(69),3029
2026-06-17 16:54:06,2026-06-17 16:03:43,172.25.56.194,2930-J04,EQP,K18-11F 區(56),3023
2026-06-17 16:54:06,2026-06-17 16:03:37,172.21.69.41,3670-814,EQP,K11-8F 區網(69),3029
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.177,2700-13,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.178,2700-13,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.38,4600-811,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.64,4730-J02,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.175,May-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.73,4730-817,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:04:23,172.22.65.59,4600-B24,EQP,K21-9F 區網(65),2983
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.95,2900-A03H,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.99,2900-A05F,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.40,4600-809,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.149,4600-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.123,4600-817_Un,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.158,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.157,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.156,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.155,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.154,4600-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.153,4600-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.151,4600-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.148,4600-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.80,2630/7/8,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.145,4600-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.140,4600-812,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.139,4600-812,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.138,4600-812,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.137,4600-812,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.136,4600-812,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.81,4600-J04,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.131,3910後WIP,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.121,4600-803_Un,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.116,4600-812_Un,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:43,172.25.56.193,2930-J03,EQP,K18-11F 區(56),3023
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.128,4810-807,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.117,5070-047,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.112,3260-A611/A612,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.103,3800-L12,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.123,5100-057,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.151,5070-021,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.159,5070-029,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.158,5070-028,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.157,5070-027,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.156,5070-026,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.155,5070-025,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.154,5070-024,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.153,5070-023,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.152,5070-022,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.150,5070-020,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.161,5070-031,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.149,5070-019,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.148,5070-018,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.145,5070-015,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.143,5070-013,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:14,172.22.102.202,3190-A51,EQP,K22-8F 區網(102),2932
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.134,5100-076,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.136,5100-078,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.142,5070-012,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.160,5070-030,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.162,5070-032,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.104,3800-L13,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.147,5070-017,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:04:01,172.21.52.101,3800-L11,EQP,K11-6F 區網(52),3005
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.114,3260-A613/A614,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.51,4600-J01,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.116,3260-A615/A616,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.203,3203-A01,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.202,3203-A01,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.201,3203-A01,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.108,2900-A09FA,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.107,2900-A09F,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.106,2900-A08FA,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:49,172.22.71.105,2900-A08F,EQP,K21-8F 區網(71),3017
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.104,3260-A603/A604,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.106,3260-A605/A606,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.108,3260-A607/A608,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.110,3260-A609/A610,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.127,4810-806,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:58,172.21.70.126,4810-805,EQP,K11-8F 區網(70),3008
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.61,4600-J02,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.55,4600-J01,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:52,172.25.57.54,4730-J01,EQP,K18-11F 區(57),3014
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.174,May-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.172,May-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.171,May-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.170,Apr-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.169,Apr-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.167,Apr-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.166,Apr-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.162,Mar-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:03:47,172.21.51.161,Mar-00,EQP,K11-6F 區網(51),3019
2026-06-17 16:54:06,2026-06-17 16:04:56,172.22.101.167,2895-A57,EQP,K22-8F 區網(101),2950
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.131,5100-073,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:05:20,172.21.84.115,5070-045,EQP,K11-10F 區網(84),2926
2026-06-17 16:54:06,2026-06-17 16:05:06,172.21.83.137,5100-080,EQP,K11-10F 區網(83),2940
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.91,2880-801_2D,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.149,3190-804,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.148,3190-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.136,3190-801,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.147,3190-803,EQP,K25-8F 區網(178),3006
2026-06-17 16:54:06,2026-06-17 16:04:00,172.22.178.146,3190-803,EQP,K25-8F 區網(178),3006
