Id,時間,IP,設備類型,舊狀態,新狀態,Machine_ID,Device_Name,棟別,樓層
1,2026-06-03 11:09:14,10.16.60.104,EAP,首次記錄,alive,2340-A02,20120924-C02,其他,其他
2,2026-06-03 11:09:14,10.11.93.84,EAP,首次記錄,alive,2195 量測,20130110-W27,其他,其他
3,2026-06-03 11:09:14,10.11.94.93,EAP,首次記錄,dead,2490_EAP,20130605-W04,其他,其他
4,2026-06-03 11:09:14,10.11.93.112,EAP,首次記錄,alive,2195_RFID,20140514-W37,其他,其他
5,2026-06-03 11:09:14,10.11.93.96,EAP,首次記錄,alive,2195_EAP,20150316-W03,其他,其他
6,2026-06-03 11:09:14,10.16.60.135,EAP,首次記錄,dead,看板 PC,20160307-W23,其他,其他
7,2026-06-03 11:09:14,10.11.93.107,EAP,首次記錄,alive,2195_ADC,20150622-W05,其他,其他
8,2026-06-03 11:09:14,10.11.94.99,EAP,首次記錄,alive,2490_EAP,20150622-W11,其他,其他
9,2026-06-03 11:09:14,10.16.28.93,EAP,首次記錄,alive,2870-D01,20151214-103,其他,其他
10,2026-06-03 11:09:14,10.11.104.139,EAP,首次記錄,alive,EAP_備份 PC(二園區),20151222-W01,其他,其他
11,2026-06-03 11:09:14,10.11.104.136,EAP,首次記錄,alive,EAP_備份 PC(一園區),20151222-W04,其他,其他
12,2026-06-03 11:09:14,10.16.60.102,EAP,首次記錄,alive,2490-A02,20160929-W17,其他,其他
13,2026-06-03 11:09:14,10.11.104.218,EAP,首次記錄,alive,2000 CIM PC,CIM200,其他,其他
14,2026-06-03 11:09:14,10.11.104.219,EAP,首次記錄,alive,3000 CIM PC,CIM300,其他,其他
15,2026-06-03 11:09:14,10.11.104.220,EAP,首次記錄,dead,3000-01 PC,CIM3000-01,其他,其他
16,2026-06-03 11:09:14,10.11.104.221,EAP,首次記錄,dead,3000-02 PC,CIM3000-02,其他,其他
17,2026-06-03 11:09:14,10.12.171.114,EAP,首次記錄,dead,AOI,20180917-W11,其他,其他
18,2026-06-03 11:09:14,10.11.99.134,EAP,首次記錄,alive,看板 PC,20190314-W09,其他,其他
19,2026-06-03 11:09:14,10.11.99.111,EAP,首次記錄,alive,看板 PC,20190314-W07,其他,其他
20,2026-06-03 11:09:14,10.11.106.112,EAP,首次記錄,alive,2900/4600 A3 Production Rate PC,20190722-W01,其他,其他
21,2026-06-03 11:09:14,10.11.107.93,EAP,首次記錄,alive,5131,20190924-W10,其他,其他
22,2026-06-03 11:09:14,10.16.136.81,EAP,首次記錄,alive,Dryroom 看板 PC,20200603-W22,其他,其他
23,2026-06-03 11:09:14,10.11.89.84,EAP,首次記錄,alive,自動搬運 PC,20200603-W29,其他,其他
24,2026-06-03 11:09:14,10.11.105.131,EAP,首次記錄,alive,KVM PC,20210323-W01,其他,其他
25,2026-06-03 11:09:14,10.11.105.126,EAP,首次記錄,alive,KVM PC,20210323-W02,其他,其他
26,2026-06-03 11:09:14,10.11.107.89,EAP,首次記錄,alive,看板 PC,20210930-W59,其他,其他
27,2026-06-03 11:09:14,10.11.106.98,EAP,首次記錄,alive,,20211201-W96,其他,其他
28,2026-06-03 11:09:14,10.11.99.130,EAP,首次記錄,alive,,20220119-W31,其他,其他
29,2026-06-03 11:09:14,10.11.99.135,EAP,首次記錄,alive,,20220920-W08,其他,其他
30,2026-06-03 11:09:14,10.11.99.142,EAP,首次記錄,alive,,20220920-W29,其他,其他
31,2026-06-03 11:09:14,10.11.106.119,EAP,首次記錄,alive,AI PC,20230619-W88,其他,其他
32,2026-06-03 11:09:14,10.11.99.131,EAP,首次記錄,alive,,20230619-W96,其他,其他
33,2026-06-03 11:09:14,10.16.134.143,EAP,首次記錄,alive,,20231027-W01,其他,其他
34,2026-06-03 11:09:17,172.21.27.2,EAP,首次記錄,alive,2880-K05~K08_EAP,20220119-W36,歲修,歲修表單
35,2026-06-03 11:09:17,172.21.27.3,EAP,首次記錄,alive,2880-K09~K12_EAP,20220119-W37,歲修,歲修表單
36,2026-06-03 11:09:17,172.21.27.31,EAP,首次記錄,alive,2560 EAP,20180724-W54,歲修,歲修表單
37,2026-06-03 11:09:17,172.21.27.32,EAP,首次記錄,alive,2845-K01 EAP,20180124-W47,歲修,歲修表單
38,2026-06-03 11:09:17,172.21.27.39,EAP,首次記錄,alive,2845-K07~K08 EAP,20100112-W01,歲修,歲修表單
39,2026-06-03 11:09:17,172.21.27.4,EAP,首次記錄,alive,2880-K13~K14_EAP,20180724-W53,歲修,歲修表單
40,2026-06-03 11:09:17,172.21.28.1,EAP,首次記錄,alive,3190_EAP,20171225-W09,歲修,歲修表單
41,2026-06-03 11:09:17,172.21.28.7,EAP,首次記錄,alive,跨樓層分貨看板PC,20171225-W07,歲修,歲修表單
42,2026-06-03 11:09:17,172.21.29.1,EAP,首次記錄,alive,2900(Auto)_EAP,20200603-W21,歲修,歲修表單
43,2026-06-03 11:09:17,172.21.29.2,EAP,首次記錄,alive,2930(RMS)_EAP,20220302-W03,歲修,歲修表單
44,2026-06-03 11:09:17,172.21.29.3,EAP,首次記錄,alive,2930(AOI)_EAP,20180606-W11,歲修,歲修表單
45,2026-06-03 11:09:17,172.21.29.4,EAP,首次記錄,alive,2900(BDS)_EAP,20200603-W30,歲修,歲修表單
46,2026-06-03 11:09:17,172.21.35.1,EAP,首次記錄,alive,2845-F01_EAP,20200603-W31,歲修,歲修表單
47,2026-06-03 11:09:17,172.21.35.11,EAP,首次記錄,alive,2900(Auto)_EAP,20220920-W31,歲修,歲修表單
48,2026-06-03 11:09:17,172.21.35.12,EAP,首次記錄,alive,2930(RMS)_EAP,20220217-W11,歲修,歲修表單
49,2026-06-03 11:09:17,172.21.35.13,EAP,首次記錄,alive,2930(AOI)_EAP,20220302-W04,歲修,歲修表單
50,2026-06-03 11:09:17,172.21.35.14,EAP,首次記錄,alive,2900(BDS)_EAP,20190430-W18,歲修,歲修表單
51,2026-06-03 11:09:17,172.21.35.2,EAP,首次記錄,alive,2845-F02_EAP,20190430-W15,歲修,歲修表單
52,2026-06-03 11:09:17,172.21.35.5,EAP,首次記錄,alive,2845-F05_EAP,20160226-W12,歲修,歲修表單
53,2026-06-03 11:09:17,172.21.35.6,EAP,首次記錄,alive,2845-F06_EAP,20150212-W10,歲修,歲修表單
54,2026-06-03 11:09:17,172.21.35.7,EAP,首次記錄,alive,2845-F07_EAP,20180124-W42,歲修,歲修表單
55,2026-06-03 11:09:17,172.21.35.8,EAP,首次記錄,alive,2845-F08/F09_EAP,20220217-W04,歲修,歲修表單
56,2026-06-03 11:09:17,172.21.36.1,EAP,首次記錄,alive,2880-F02~F05_EAP,20220217-W13,歲修,歲修表單
57,2026-06-03 11:09:17,172.21.36.2,EAP,首次記錄,alive,2880-F06~F09_EAP,20201125-W09,歲修,歲修表單
58,2026-06-03 11:09:17,172.21.36.5,EAP,首次記錄,alive,2845自動搬運,20220119-W34,歲修,歲修表單
59,2026-06-03 11:09:17,172.21.36.7,EAP,首次記錄,alive,QA水珠角_EAP,20211206-W57,歲修,歲修表單
60,2026-06-03 11:09:17,172.21.37.1,EAP,首次記錄,alive,3190_EAP,20210127-W09,歲修,歲修表單
61,2026-06-03 11:09:17,172.21.43.1,EAP,首次記錄,alive,3400_EAP(MusashiA),20111130-W55,歲修,歲修表單
62,2026-06-03 11:09:17,172.21.43.2,EAP,首次記錄,alive,3400_EAP(MusashiB),20190722-W13,歲修,歲修表單
63,2026-06-03 11:09:17,172.21.43.5,EAP,首次記錄,alive,3400_EAP(MusashiE),20200603-W97,歲修,歲修表單
64,2026-06-03 11:09:17,172.21.43.6,EAP,首次記錄,alive,3400_EAP(MusashiF),20220217-W16,歲修,歲修表單
65,2026-06-03 11:09:17,172.21.44.1,EAP,首次記錄,alive,3410_EAP(手動),20111013-W14,歲修,歲修表單
66,2026-06-03 11:09:17,172.21.44.11,EAP,首次記錄,alive,BOAT清洗_EAP,20180124-W58,歲修,歲修表單
67,2026-06-03 11:09:17,172.21.44.12,EAP,首次記錄,alive,MAG清洗_EAP,20190722-W03,歲修,歲修表單
68,2026-06-03 11:09:17,172.21.44.2,EAP,首次記錄,alive,3418_EAP,20150325-W02,歲修,歲修表單
69,2026-06-03 11:09:17,172.21.44.6,EAP,首次記錄,alive,3450_EAP,20121218-W10,歲修,歲修表單
70,2026-06-03 11:09:17,172.21.45.1,EAP,首次記錄,alive,3380_EAP,20130605-W35,歲修,歲修表單
71,2026-06-03 11:09:17,172.21.45.11,EAP,首次記錄,alive,自動化烤箱_1,20140127-W15,歲修,歲修表單
72,2026-06-03 11:09:17,172.21.45.15,EAP,首次記錄,alive,自動化烤箱_3,20110408-W28,歲修,歲修表單
73,2026-06-03 11:09:17,172.21.45.2,EAP,首次記錄,alive,3410_EAP,20230816-W08,歲修,歲修表單
74,2026-06-03 11:09:17,172.21.45.21,EAP,首次記錄,alive,3390-409_EAP,20230816-W10,歲修,歲修表單
75,2026-06-03 11:09:17,172.21.45.22,EAP,首次記錄,alive,3390-411_EAP,20140408-W32,歲修,歲修表單
76,2026-06-03 11:09:17,172.21.45.23,EAP,首次記錄,alive,3390-K06_EAP,20211206-W38,歲修,歲修表單
77,2026-06-03 11:09:17,172.21.45.24,EAP,首次記錄,alive,3390-T01_EAP,20211206-W54,歲修,歲修表單
78,2026-06-03 11:09:17,172.21.45.26,EAP,首次記錄,alive,3390-405_EAP,20150325-W47,歲修,歲修表單
79,2026-06-03 11:09:17,172.21.45.27,EAP,首次記錄,alive,3390-404_EAP,20211206-W44,歲修,歲修表單
80,2026-06-03 11:09:17,172.21.45.28,EAP,首次記錄,alive,3390-K03_EAP,20140516-W15,歲修,歲修表單
81,2026-06-03 11:09:17,172.21.45.29,EAP,首次記錄,alive,3390-407_EAP,20140304-W61,歲修,歲修表單
82,2026-06-03 11:09:17,172.21.45.31,EAP,首次記錄,alive,5F跨樓層搬運_EAP,20171215-W01,歲修,歲修表單
83,2026-06-03 11:09:17,172.21.45.6,EAP,首次記錄,alive,3390_EAP,20220119-W16,歲修,歲修表單
84,2026-06-03 11:09:17,172.21.46.1,EAP,首次記錄,alive,2845-501_EAP,20201125-W06,歲修,歲修表單
85,2026-06-03 11:09:17,172.21.46.10,EAP,首次記錄,alive,3190_EAP,20201125-W10,歲修,歲修表單
86,2026-06-03 11:09:17,172.21.46.13,EAP,首次記錄,alive,3101_EAP,20180724-W50,歲修,歲修表單
87,2026-06-03 11:09:17,172.21.46.2,EAP,首次記錄,alive,2845-502_EAP,20190722-W14,歲修,歲修表單
88,2026-06-03 11:09:17,172.21.46.26,EAP,首次記錄,alive,2880_EAP,20190218-W07,歲修,歲修表單
89,2026-06-03 11:09:17,172.21.46.7,EAP,首次記錄,alive,2900(Auto)_EAP,20201125-W03,歲修,歲修表單
90,2026-06-03 11:09:17,172.21.46.8,EAP,首次記錄,alive,2930_EAP,20201125-W15,歲修,歲修表單
91,2026-06-03 11:09:17,172.21.51.1,EAP,首次記錄,alive,2601_EAP,20220302-W06,歲修,歲修表單
92,2026-06-03 11:09:17,172.21.51.16,EAP,首次記錄,alive,3260自動搬運 EAP,20200603-W99,歲修,歲修表單
93,2026-06-03 11:09:17,172.21.51.5,EAP,首次記錄,alive,3449_EAP,20150316-W79,歲修,歲修表單
94,2026-06-03 11:09:17,172.21.51.6,EAP,首次記錄,alive,2630_EAP,20190722-W20,歲修,歲修表單
95,2026-06-03 11:09:17,172.21.51.7,EAP,首次記錄,alive,3260_EAP,20210503-W01,歲修,歲修表單
96,2026-06-03 11:09:17,172.21.52.1,EAP,首次記錄,alive,3800_EAP,20220302-W08,歲修,歲修表單
97,2026-06-03 11:09:17,172.21.52.11,EAP,首次記錄,alive,3450_EAP,20121218-W09,歲修,歲修表單
98,2026-06-03 11:09:17,172.21.52.16,EAP,首次記錄,alive,3670自動搬運 EAP,20200603-W19,歲修,歲修表單
99,2026-06-03 11:09:17,172.21.52.2,EAP,首次記錄,alive,3800_膠餅防呆EAP,20190924-W03,歲修,歲修表單
100,2026-06-03 11:09:17,172.21.52.5,EAP,首次記錄,alive,3670-H01_EAP,20190924-W09,歲修,歲修表單
101,2026-06-03 11:09:17,172.21.52.7,EAP,首次記錄,alive,3670-P01_EAP,20180124-W44,歲修,歲修表單
102,2026-06-03 11:09:17,172.21.53.1,EAP,首次記錄,alive,4515_EAP,20200603-W23,歲修,歲修表單
103,2026-06-03 11:09:17,172.21.53.2,EAP,首次記錄,alive,4600_EAP,20200603-W40,歲修,歲修表單
104,2026-06-03 11:09:17,172.21.53.3,EAP,首次記錄,alive,4730_EAP,20220119-W15,歲修,歲修表單
105,2026-06-03 11:09:17,172.21.53.4,EAP,首次記錄,alive,4800_EAP,20130815-W02,歲修,歲修表單
106,2026-06-03 11:09:17,172.21.59.1,EAP,首次記錄,alive,2190_EAP,20190218-W24,歲修,歲修表單
107,2026-06-03 11:09:17,172.21.59.2,EAP,首次記錄,alive,2190_EAP,20180606-W07,歲修,歲修表單
108,2026-06-03 11:09:17,172.21.59.3,EAP,首次記錄,alive,2190_RFID,20180124-W27,歲修,歲修表單
109,2026-06-03 11:09:17,172.21.59.37,EAP,首次記錄,alive,2355-01_EAP,20140304-W29,歲修,歲修表單
110,2026-06-03 11:09:17,172.21.59.38,EAP,首次記錄,alive,2355-02_EAP,20120419-W19,歲修,歲修表單
111,2026-06-03 11:09:17,172.21.59.4,EAP,首次記錄,alive,2195_EAP,20220119-W33,歲修,歲修表單
112,2026-06-03 11:09:17,172.21.59.5,EAP,首次記錄,alive,2195_RFID,20180124-W53,歲修,歲修表單
113,2026-06-03 11:09:17,172.21.59.6,EAP,首次記錄,alive,2190_膠膜RFID,20150325-W38,歲修,歲修表單
114,2026-06-03 11:09:17,172.21.59.7,EAP,首次記錄,alive,2195_膠膜RFID,20130411-W14,歲修,歲修表單
115,2026-06-03 11:09:17,172.21.60.1,EAP,首次記錄,alive,2400-01~20_EAP,20220217-W02,歲修,歲修表單
116,2026-06-03 11:09:17,172.21.60.10,EAP,首次記錄,alive,2400-01~20_ADC,20190722-W21,歲修,歲修表單
117,2026-06-03 11:09:17,172.21.60.11,EAP,首次記錄,alive,2400-21~40_ADC,20180124-W59,歲修,歲修表單
118,2026-06-03 11:09:17,172.21.60.2,EAP,首次記錄,alive,2400-21~40_EAP,20220302-W11,歲修,歲修表單
119,2026-06-03 11:09:17,172.21.60.6,EAP,首次記錄,alive,,20190218-W27,歲修,歲修表單
120,2026-06-03 11:09:17,172.21.60.9,EAP,首次記錄,alive,2400-21~40_RFID,20180124-W52,歲修,歲修表單
121,2026-06-03 11:09:17,172.21.61.1,EAP,首次記錄,alive,3910_EAP,20130110-W17,歲修,歲修表單
122,2026-06-03 11:09:17,172.21.61.2,EAP,首次記錄,alive,3870_EAP,20111019-W07,歲修,歲修表單
123,2026-06-03 11:09:17,172.21.61.3,EAP,首次記錄,alive,4600_EAP,20220119-W07,歲修,歲修表單
124,2026-06-03 11:09:17,172.21.61.4,EAP,首次記錄,alive,4730_EAP,20220119-W12,歲修,歲修表單
125,2026-06-03 11:09:17,172.21.61.5,EAP,首次記錄,alive,4800_EAP,20180124-W33,歲修,歲修表單
126,2026-06-03 11:09:17,172.21.61.6,EAP,首次記錄,alive,3885_EAP,20150316-W76,歲修,歲修表單
127,2026-06-03 11:09:17,172.21.61.8,EAP,首次記錄,alive,4952_EAP,,歲修,歲修表單
128,2026-06-03 11:09:17,172.21.62.1,EAP,首次記錄,alive,2395_EAP,20210720-W10,歲修,歲修表單
129,2026-06-03 11:09:17,172.21.62.2,EAP,首次記錄,alive,2395_RFID,20180124-W34,歲修,歲修表單
130,2026-06-03 11:09:17,172.21.62.3,EAP,首次記錄,alive,2395_ADC,20180124-W57,歲修,歲修表單
131,2026-06-03 11:09:17,172.21.67.1,EAP,首次記錄,alive,3910-801~815_EAP,20150421-W12,歲修,歲修表單
132,2026-06-03 11:09:17,172.21.67.10,EAP,首次記錄,alive,4110_EAP,20161202-W31,歲修,歲修表單
133,2026-06-03 11:09:17,172.21.67.14,EAP,首次記錄,alive,4507自動搬運EAP,20171215-W02,歲修,歲修表單
134,2026-06-03 11:09:17,172.21.67.16,EAP,首次記錄,alive,4507_EAP,20120924-C08,歲修,歲修表單
135,2026-06-03 11:09:17,172.21.67.2,EAP,首次記錄,alive,3910-816~825_EAP,20200603-W18,歲修,歲修表單
136,2026-06-03 11:09:17,172.21.67.50,EAP,首次記錄,alive,中央儲架_EAP,20200603-W41,歲修,歲修表單
137,2026-06-03 11:09:17,172.21.67.6,EAP,首次記錄,alive,4110自動搬運EAP,20181217-W01,歲修,歲修表單
138,2026-06-03 11:09:17,172.21.67.8,EAP,首次記錄,alive,4110排貨看版PC,20190314-W04,歲修,歲修表單
139,2026-06-03 11:09:17,172.21.67.9,EAP,首次記錄,alive,3260_EAP,20190430-W16,歲修,歲修表單
140,2026-06-03 11:09:17,172.21.69.1,EAP,首次記錄,alive,3450_EAP,20220217-W06,歲修,歲修表單
141,2026-06-03 11:09:17,172.21.69.11,EAP,首次記錄,alive,3450自動搬運EAP,20201125-W12,歲修,歲修表單
142,2026-06-03 11:09:17,172.21.69.13,EAP,首次記錄,alive,3800自動搬運EAP,20200603-W32,歲修,歲修表單
143,2026-06-03 11:09:17,172.21.69.21,EAP,首次記錄,alive,3800(TOWA)_EAP,20220302-W14,歲修,歲修表單
144,2026-06-03 11:09:17,172.21.69.3,EAP,首次記錄,alive,3670_EAP,20220217-W12,歲修,歲修表單
145,2026-06-03 11:09:17,172.21.69.31,EAP,首次記錄,alive,3800-T28_AOI,20220217-W14,歲修,歲修表單
146,2026-06-03 11:09:17,172.21.69.4,EAP,首次記錄,alive,3800-A01_EAP,20180124-W55,歲修,歲修表單
147,2026-06-03 11:09:17,172.21.69.6,EAP,首次記錄,alive,3800_膠餅防呆EAP,20190430-W20,歲修,歲修表單
148,2026-06-03 11:09:17,172.21.69.7,EAP,首次記錄,alive,4507~3910自動搬運EAP,20181217-W04,歲修,歲修表單
149,2026-06-03 11:09:17,172.21.69.9,EAP,首次記錄,alive,3670自動搬運EAP,20181217-W05,歲修,歲修表單
150,2026-06-03 11:09:17,172.21.70.1,EAP,首次記錄,alive,4600_EAP,20220119-W03,歲修,歲修表單
151,2026-06-03 11:09:17,172.21.70.2,EAP,首次記錄,alive,4730_EAP,20220119-W35,歲修,歲修表單
152,2026-06-03 11:09:17,172.21.70.3,EAP,首次記錄,alive,4800_EAP,20190430-W17,歲修,歲修表單
153,2026-06-03 11:09:17,172.21.76.1,EAP,首次記錄,alive,3190_EAP,20220302-W10,歲修,歲修表單
154,2026-06-03 11:09:17,172.21.76.10,EAP,首次記錄,alive,3435-O08_EAP,20190218-W28,歲修,歲修表單
155,2026-06-03 11:09:17,172.21.76.11,EAP,首次記錄,alive,3435-O09_EAP,20190218-W26,歲修,歲修表單
156,2026-06-03 11:09:17,172.21.76.12,EAP,首次記錄,alive,3435-O10_EAP,20190218-W01,歲修,歲修表單
157,2026-06-03 11:09:17,172.21.76.13,EAP,首次記錄,alive,3435-O11_EAP,20190218-W20,歲修,歲修表單
158,2026-06-03 11:09:17,172.21.76.14,EAP,首次記錄,alive,3435-O12_EAP,20190218-W15,歲修,歲修表單
159,2026-06-03 11:09:17,172.21.76.15,EAP,首次記錄,alive,3435-O13_EAP,20190722-W12,歲修,歲修表單
160,2026-06-03 11:09:17,172.21.76.16,EAP,首次記錄,alive,3435-O14_EAP,20190722-W18,歲修,歲修表單
161,2026-06-03 11:09:17,172.21.76.2,EAP,首次記錄,alive,3443&3444_EAP,20151225-W06,歲修,歲修表單
162,2026-06-03 11:09:17,172.21.76.26,EAP,首次記錄,alive,3435-K01_EAP,20190218-W09,歲修,歲修表單
163,2026-06-03 11:09:17,172.21.76.27,EAP,首次記錄,alive,3435-K02_EAP,20190218-W18,歲修,歲修表單
164,2026-06-03 11:09:17,172.21.76.28,EAP,首次記錄,alive,3435-K03_EAP,20190218-W16,歲修,歲修表單
165,2026-06-03 11:09:17,172.21.76.29,EAP,首次記錄,alive,3435-K04_EAP,20190218-W13,歲修,歲修表單
166,2026-06-03 11:09:17,172.21.76.3,EAP,首次記錄,alive,3435-O01_EAP,20190218-W02,歲修,歲修表單
167,2026-06-03 11:09:17,172.21.76.32,EAP,首次記錄,alive,3435-K07_EAP,20190218-W10,歲修,歲修表單
168,2026-06-03 11:09:17,172.21.76.33,EAP,首次記錄,alive,3435-K08_EAP,20190218-W25,歲修,歲修表單
169,2026-06-03 11:09:17,172.21.76.34,EAP,首次記錄,alive,3435-K09_EAP,20190218-W06,歲修,歲修表單
170,2026-06-03 11:09:17,172.21.76.4,EAP,首次記錄,alive,3435-O02_EAP,20190218-W12,歲修,歲修表單
171,2026-06-03 11:09:17,172.21.76.40,EAP,首次記錄,alive,2895_EAP,20171207-W01,歲修,歲修表單
172,2026-06-03 11:09:17,172.21.76.5,EAP,首次記錄,alive,3435-O03_EAP,20190218-W29,歲修,歲修表單
173,2026-06-03 11:09:17,172.21.76.6,EAP,首次記錄,alive,3435-O04_EAP,20190218-W17,歲修,歲修表單
174,2026-06-03 11:09:17,172.21.76.7,EAP,首次記錄,alive,3435-O05_EAP,20190218-W08,歲修,歲修表單
175,2026-06-03 11:09:17,172.21.76.8,EAP,首次記錄,alive,3435-O06_EAP,20190218-W14,歲修,歲修表單
176,2026-06-03 11:09:17,172.21.76.9,EAP,首次記錄,alive,3435-O07_EAP,20190218-W22,歲修,歲修表單
177,2026-06-03 11:09:17,172.21.77.1,EAP,首次記錄,alive,4600_EAP,20220119-W21,歲修,歲修表單
178,2026-06-03 11:09:17,172.21.77.2,EAP,首次記錄,alive,4730_EAP,20220119-W30,歲修,歲修表單
179,2026-06-03 11:09:17,172.21.77.3,EAP,首次記錄,alive,4800_EAP,20150622-W04,歲修,歲修表單
180,2026-06-03 11:09:17,172.21.77.4,EAP,首次記錄,alive,4515_EAP,20140422-W13,歲修,歲修表單
181,2026-06-03 11:09:17,172.21.77.6,EAP,首次記錄,alive,2880_EAP,20220217-W03,歲修,歲修表單
182,2026-06-03 11:09:17,172.21.78.1,EAP,首次記錄,alive,4950-901~915_EAP,20220119-W06,歲修,歲修表單
183,2026-06-03 11:09:17,172.21.78.2,EAP,首次記錄,alive,4950-916~930_EAP,20220119-W02,歲修,歲修表單
184,2026-06-03 11:09:17,172.21.78.3,EAP,首次記錄,alive,4950-931~946_EAP,20220119-W18,歲修,歲修表單
185,2026-06-03 11:09:17,172.21.78.4,EAP,首次記錄,alive,4950_EAP,20180606-W06,歲修,歲修表單
186,2026-06-03 11:09:17,172.21.78.6,EAP,首次記錄,alive,4850_EAP,20130508-W05,歲修,歲修表單
187,2026-06-03 11:09:17,172.21.83.17,EAP,首次記錄,alive,5100自動搬運EAP,20220217-W15,歲修,歲修表單
188,2026-06-03 11:09:17,172.21.83.26,EAP,首次記錄,alive,5131_EAP,20200303-W10,歲修,歲修表單
189,2026-06-03 11:09:17,172.21.83.36,EAP,首次記錄,alive,VM自動搬運 EAP,20200807-W46,歲修,歲修表單
190,2026-06-03 11:09:17,172.21.83.4,EAP,首次記錄,alive,5100-054~083 RPA EAP,20200603-W28,歲修,歲修表單
191,2026-06-03 11:09:17,172.21.83.6,EAP,首次記錄,alive,5079_EAP,20140218-W02,歲修,歲修表單
192,2026-06-03 11:09:17,172.21.83.7,EAP,首次記錄,alive,5150_EAP,20200603-W38,歲修,歲修表單
193,2026-06-03 11:09:17,172.21.84.15,EAP,首次記錄,alive,5070自動搬運EAP,20210127-W07,歲修,歲修表單
194,2026-06-03 11:09:17,172.21.84.3,EAP,首次記錄,alive,,20220217-W17,歲修,歲修表單
195,2026-06-03 11:09:17,172.21.84.6,EAP,首次記錄,alive,5070 MQPT EAP,20201125-W01,歲修,歲修表單
196,2026-06-03 11:09:17,172.21.84.7,EAP,首次記錄,alive,5070 RPA EAP,20210127-W01,歲修,歲修表單
197,2026-06-03 11:09:17,172.22.100.1,EAP,首次記錄,alive,2890(RMS)_EAP,20140619-W10,歲修,歲修表單
198,2026-06-03 11:09:17,172.22.100.2,EAP,首次記錄,alive,2890(Auto)_EAP,20180606-W04,歲修,歲修表單
199,2026-06-03 11:09:17,172.22.101.1,EAP,首次記錄,dead,2900(M2)_EAP,,歲修,歲修表單
200,2026-06-03 11:09:17,172.22.101.2,EAP,首次記錄,alive,2895_EAP,20120227-W10,歲修,歲修表單
201,2026-06-03 11:09:17,172.22.101.3,EAP,首次記錄,alive,2900(Auto)_EAP,20210503-W07,歲修,歲修表單
202,2026-06-03 11:09:17,172.22.101.4,EAP,首次記錄,alive,2900(微動)_EAP,20161003-W03,歲修,歲修表單
203,2026-06-03 11:09:17,172.22.101.6,EAP,首次記錄,alive,2930_EAP,20220217-W10,歲修,歲修表單
204,2026-06-03 11:09:17,172.22.102.1,EAP,首次記錄,alive,3190_EAP,20171225-W08,歲修,歲修表單
205,2026-06-03 11:09:17,172.22.102.11,EAP,首次記錄,alive,3380 自動化烤箱,20130322-W14,歲修,歲修表單
206,2026-06-03 11:09:17,172.22.102.3,EAP,首次記錄,alive,3390_EAP,20111019-W14,歲修,歲修表單
207,2026-06-03 11:09:17,172.22.103.1,EAP,首次記錄,alive,3410_EAP,20190218-W23,歲修,歲修表單
208,2026-06-03 11:09:17,172.22.103.11,EAP,首次記錄,alive,3400-A50~A70_EAP,20210720-W07,歲修,歲修表單
209,2026-06-03 11:09:17,172.22.103.12,EAP,首次記錄,alive,3400-A71~A93_EAP,20220217-W07,歲修,歲修表單
210,2026-06-03 11:09:17,172.22.103.6,EAP,首次記錄,alive,3400(EDC)_EAP,20150401-W02,歲修,歲修表單
211,2026-06-03 11:09:17,172.22.103.8,EAP,首次記錄,alive,3390_自動搬運EAP,20171215-W05,歲修,歲修表單
212,2026-06-03 11:09:17,172.22.104.1,EAP,首次記錄,alive,4600(A51)_EAP,20180724-W56,歲修,歲修表單
213,2026-06-03 11:09:17,172.22.104.2,EAP,首次記錄,alive,4600(A61)_EAP,20180124-W30,歲修,歲修表單
214,2026-06-03 11:09:17,172.22.104.3,EAP,首次記錄,alive,4730_EAP,20180124-W25,歲修,歲修表單
215,2026-06-03 11:09:17,172.22.104.31,EAP,首次記錄,alive,4610_EAP,20190430-W19,歲修,歲修表單
216,2026-06-03 11:09:17,172.22.104.4,EAP,首次記錄,alive,4800_EAP,20180124-W41,歲修,歲修表單
217,2026-06-03 11:09:17,172.22.104.5,EAP,首次記錄,alive,4950_EAP,20180124-W29,歲修,歲修表單
218,2026-06-03 11:09:17,172.22.106.1,EAP,首次記錄,alive,3910(RMS)_EAP,20210127-W10,歲修,歲修表單
219,2026-06-03 11:09:17,172.22.106.2,EAP,首次記錄,alive,3910(SPC)_EAP,20190722-W04,歲修,歲修表單
220,2026-06-03 11:09:17,172.22.106.6,EAP,首次記錄,alive,4805&4910_EAP,20180124-W46,歲修,歲修表單
221,2026-06-03 11:09:17,172.22.106.7,EAP,首次記錄,alive,4200_EAP,20201125-W08,歲修,歲修表單
222,2026-06-03 11:09:17,172.22.176.1,EAP,首次記錄,alive,3260&4110_EAP,2020831-W07,歲修,歲修表單
223,2026-06-03 11:09:17,172.22.176.11,EAP,首次記錄,alive,3670_EAP,20210831-W08,歲修,歲修表單
224,2026-06-03 11:09:17,172.22.176.13,EAP,首次記錄,alive,3670自動搬運 EAP,20220119-W26,歲修,歲修表單
225,2026-06-03 11:09:17,172.22.176.16,EAP,首次記錄,alive,3800_EAP,20210831-W04,歲修,歲修表單
226,2026-06-03 11:09:17,172.22.176.18,EAP,首次記錄,alive,3800自動搬運 EAP,20220119-W08,歲修,歲修表單
227,2026-06-03 11:09:17,172.22.176.3,EAP,首次記錄,alive,3260自動搬運 EAP,20220119-W29,歲修,歲修表單
