Internal_IP,Machine_ID,Local,Device_Name,TCP_Port,COM_Port,OS_Spec,IP_Source,Category,Online_Test,Set_Time,Remark,歲修,File_Place,所在區域(柱位),alive_or_dead
172.21.28.1,3190_EAP,K11-3F,20220217-W05,,,WIN7,EAP-05, EAP,,2016/9/9,AP02,Y,K11\3F\K11-3F 區網(28).csv,11_3F D7CIM3-2EAP機櫃內,alive
172.21.28.2,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.3,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.4,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.5,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.6,跨樓層SAA廠商PC,K11-3F,自動搬運,,,,, EAP,,2018/10/11,,,K11\3F\K11-3F 區網(28).csv,,alive
172.21.28.7,跨樓層分貨看板PC,K11-3F,20171225-W07,,,WIN7,, EAP,,2018/10/11,,Y,K11\3F\K11-3F 區網(28).csv,11_3F 跨樓層入料口,alive
172.21.28.8,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.9,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.10,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.11,智能工作桌_PC,K11-3F,20240611-w42,,,,, EAP,,2024/12/17,,,K11\3F\K11-3F 區網(28).csv,,alive
172.21.28.12,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.13,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.14,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.15,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.16,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.17,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.18,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.19,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.20,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.21,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.22,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.23,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.24,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.25,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.26,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.27,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.28,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.29,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.30,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.31,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.32,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.33,,K11-3F,,,,,, EAP,,,,,K11\3F\K11-3F 區網(28).csv,,dead
172.21.28.34,FE09-K04,K11-3F,EQP,,,,, EAP,,2021/12/13,,,K11\3F\K11-3F 區網(28).csv,,alive
172.21.28.35,FE09-K05,K11-3F,EQP,,,,, EAP,,2021/12/13,,,K11\3F\K11-3F 區網(28).csv,,alive
172.21.28.36,FE09-K06,K11-3F,EQP,,,,, EAP,,2021/12/13,,,K11\3F\K11-3F 區網(28).csv,,dead
