Internal_IP,Machine_ID,Local,Device_Name,TCP_Port,COM_Port,OS_Spec,IP_Source,Category,Online_Test,Set_Time,Remark,歲修,File_Place,所在區域(柱位),alive_or_dead
172.21.54.1,2800_EAP (I區),K11-6F,20220311-W06,,,WIN10,, EAP,,2022/3/22,B10~B19,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.2,2800_EAP (II區),K11-6F,20220311-W12,,,WIN10,, EAP,,2022/3/22,B19~B24 / C19~C24 / D19~D24,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.3,2800_EAP (III區),K11-6F,20220907-W26,,,,, EAP,,2022/5/4,C10~C18 / D08~D18,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.4,2800_EAP (IV區),K11-6F,20240320-W51,,,,, EAP,,2022/5/4,E01~E09 / F01~F09,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.5,2800_EAP (V區),K11-6F,20230310-W121,,,,, EAP,,2022/5/4,E10~E18 / F10~F18,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.6,2800_EAP (VI區),K11-6F,20230310-W119,,,,, EAP,,2022/5/4,G01~G09 / H01~H09,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.7,2800_EAP (VII區),K11-6F,20230310-W120,,,,, EAP,,2022/5/4,G10~G18 / H10~H18,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.8,2801_EAP (VII區),K11-6F,20220907-W25,,,,, EAP,,,J01~J07 / K01~K13,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.9,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.10,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.11,2800 RPA PC,K11-6F,,,,,, EAP,,2023/5/10,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.12,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.13,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.14,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.15,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.16,3101-01,K11-6F,EQP,,,,, EAP,,2025/1/13,,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.17,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.18,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.19,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.20,,K11-6F,,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,dead
172.21.54.21,2800-K01,K11-6F,EQP,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.22,2800-K02,K11-6F,EQP,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,alive
172.21.54.23,2800-K03,K11-6F,EQP,,,,, EAP,,,,,K11\6F\K11-6F 區網(54).csv,,alive
