Internal_IP,Machine_ID,Local,Device_Name,TCP_Port,COM_Port,OS_Spec,IP_Source,Category,Online_Test,Set_Time,Remark,歲修,File_Place,所在區域(柱位),alive_or_dead
172.21.60.1,2400-01~20_EAP,K11-7F,20220217-W02,,,WIN10,, EAP,,2022-01-10,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.2,2400-21~40_EAP,K11-7F,20220302-W07,,,WIN10,, EAP,,2024-01-08,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.3,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.4,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.5,2400 RPA_EAP,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.6,,K11-7F,20190218-W27,,,,, EAP,,,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.7,2400-21~40_EAP,K11-7F,20180124-W26,,,WIN7,, EAP,,2018-06-15,AP01,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.8,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.9,2400-21~40_RFID,K11-7F,20180124-W52,,,WIN7,, EAP,,2018-06-15,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.10,2400-01~20_ADC,K11-7F,20190722-W21,,,WIN7,, EAP,,2018-06-15,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.11,2400-21~40_ADC,K11-7F,20180124-W59,,,WIN7,, EAP,,2018-06-15,,Y,K11\7F\K11-7F 區網(60).csv,11_7F E6CIM7-2EAP機櫃內,alive
172.21.60.12,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.13,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
172.21.60.14,,K11-7F,,,,,, EAP,,,,,K11\7F\K11-7F 區網(60).csv,,dead
